Word,DominantModality,VisualStrengthMean,HapticStrengthMean,AuditoryStrengthMean,GustatoryStrengthMean,OlfactoryStrengthMean,ModalityExclusivity,POS,spoken,academic,news,magazine,fiction
depart,Visual,2.166666667,2.166666667,0.833333333,0.166666667,0.166666667,0.363636364,Verb,3,21,4,5,10
descry,Visual,2.8,1.0,1.8,1.0,0.8,0.27027027,Verb,0,0,0,0,0
detect,Visual,3.111111111,1.666666667,2.444444444,1.777777778,2.111111111,0.13,Verb,0,0,0,0,0
differentiate,Visual,3.545454545,2.363636364,1.909090909,2.090909091,1.909090909,0.138461538,Verb,0,0,0,0,0
ding,Auditory,0.375,0.375,3.625,0.0,0.0,0.828571429,Verb,0,0,0,0,0
dip,Haptic,2.666666667,3.333333333,0.0,0.333333333,0.0,0.526315789,Verb,3,12,5,37,13
discern,Visual,2.666666667,1.5,1.833333333,1.5,1.0,0.196078431,Verb,0,0,0,0,0
discriminate,Visual,3.222222222,2.111111111,2.666666667,2.444444444,2.111111111,0.088495575,Verb,6,71,3,2,2
disobey,Auditory,1.833333333,1.0,2.666666667,0.833333333,0.166666667,0.384615385,Verb,1,3,1,5,1
dissect,Haptic,2.818181818,3.181818182,0.363636364,0.181818182,0.363636364,0.434210526,Verb,0,4,1,6,6
distinguish,Visual,3.363636364,2.636363636,1.909090909,1.818181818,2.272727273,0.128787879,Verb,0,0,0,0,0
distribute,Visual,2.833333333,2.166666667,0.5,0.0,0.0,0.515151515,Verb,3,38,8,28,2
disturb,Haptic,0.833333333,3.833333333,0.833333333,0.333333333,0.5,0.552631579,Verb,0,0,0,0,0
do,Haptic,2.090909091,3.090909091,1.818181818,1.545454545,1.454545455,0.163636364,Verb,0,0,0,0,0
down,Haptic,0.8,1.4,0.0,1.4,0.0,0.388888889,Verb,11,12,3,23,30
drag,Haptic,2.333333333,4.5,0.833333333,0.0,0.0,0.586956522,Verb,17,39,3,75,65
dry,Haptic,0.625,2.75,0.0,0.0,0.0,0.814814815,Verb,6,50,10,114,67
eat,Gustatory,2.333333333,3.0,1.222222222,4.777777778,3.777777778,0.235294118,Verb,0,0,0,0,0
eavesdrop,Auditory,2.833333333,0.5,4.833333333,0.0,0.5,0.557692308,Verb,0,0,0,0,0
echo,Auditory,0.333333333,0.5,4.833333333,0.0,0.0,0.852941176,Verb,0,0,0,0,0
effect,Haptic,1.272727273,2.090909091,1.090909091,1.0,1.0,0.169014085,Verb,6,106,5,24,7
emanate,Visual,2.833333333,0.5,1.333333333,0.166666667,1.333333333,0.432432432,Verb,0,0,0,0,0
emphasize,Auditory,0.714285714,0.428571429,1.714285714,0.0,0.0,0.6,Verb,14,286,10,35,7
emulate,Visual,2.428571429,0.428571429,1.285714286,0.142857143,0.142857143,0.516129032,Verb,2,30,3,10,7
endure,Haptic,1.625,3.125,2.0,1.75,1.75,0.146341463,Verb,0,0,0,0,0
enjoy,Visual,2.625,2.625,2.25,2.375,2.0,0.052631579,Verb,0,0,0,0,0
espy,Visual,4.0,0.0,0.0,0.0,0.0,1.0,Verb,0,0,0,0,0
examine,Visual,5.0,4.166666667,2.666666667,1.666666667,2.0,0.215053763,Verb,21,759,13,68,41
exchange,Visual,2.714285714,2.285714286,0.714285714,0.0,0.0,0.475,Verb,5,47,3,30,19
exhale,Olfactory,0.5,0.833333333,0.666666667,0.5,1.0,0.142857143,Verb,0,0,0,0,0
exist,Visual,4.0,3.909090909,3.090909091,2.636363636,2.727272727,0.083333333,Verb,56,683,39,152,81
experience,Visual,4.333333333,3.833333333,4.166666667,3.5,3.833333333,0.042372881,Verb,0,0,0,0,0
explore,Visual,4.222222222,4.111111111,2.888888889,2.222222222,2.222222222,0.127659574,Verb,0,0,0,0,0
expose,Visual,3.5,2.166666667,1.666666667,0.333333333,0.666666667,0.38,Verb,5,61,5,35,18
extend,Haptic,1.777777778,2.333333333,0.444444444,0.0,0.0,0.512195122,Verb,15,226,22,103,19
eye,Visual,4.666666667,0.0,0.0,0.0,0.0,1.0,Verb,0,0,0,0,0
feature,Visual,3.0,0.5,1.666666667,0.5,0.333333333,0.444444444,Verb,6,74,14,58,3
feel,Haptic,0.142857143,4.857142857,0.142857143,0.285714286,0.142857143,0.846153846,Verb,620,1003,233,883,997
filter,Visual,2.363636364,2.090909091,1.272727273,0.818181818,0.818181818,0.209876543,Verb,12,23,2,15,3
finger,Haptic,0.571428571,5.0,0.0,0.0,0.0,0.897435897,Verb,0,0,0,0,0
flit,Haptic,1.0,2.8,0.6,1.4,1.2,0.314285714,Verb,0,1,0,1,5
flog,Haptic,0.571428571,2.571428571,0.142857143,0.0,0.0,0.782608696,Verb,0,2,0,2,1
fondle,Haptic,0.727272727,4.818181818,0.0,0.0,0.0,0.868852459,Verb,0,0,0,0,0
fumble,Haptic,2.333333333,4.0,1.0,0.0,0.0,0.545454545,Verb,0,0,0,0,0
gabble,Haptic,0.4,2.0,1.2,0.0,0.0,0.555555556,Verb,0,0,0,0,0
gape,Visual,2.2,2.0,1.0,0.6,1.0,0.235294118,Verb,0,0,0,0,0
gawk,Visual,4.888888889,0.111111111,0.333333333,0.0,0.333333333,0.862745098,Verb,0,0,0,0,0
gaze,Visual,4.857142857,0.0,0.0,0.0,0.0,1.0,Verb,0,0,0,0,0
generate,Haptic,1.6,2.0,0.8,0.6,0.6,0.25,Verb,17,283,12,103,19
get,Haptic,2.333333333,3.333333333,1.0,0.333333333,0.166666667,0.441860465,Verb,0,0,0,0,0
give,Haptic,1.545454545,2.363636364,0.636363636,0.363636364,0.363636364,0.379310345,Verb,797,1157,282,959,991
glance,Visual,4.428571429,0.0,0.0,0.0,0.0,1.0,Verb,0,0,0,0,0
glimpse,Visual,4.636363636,0.0,0.0,0.0,0.0,1.0,Verb,0,0,0,0,0
goggle,Visual,4.571428571,0.428571429,0.285714286,0.0,0.0,0.864864865,Verb,0,0,0,0,0
govern,Auditory,1.8,0.4,2.8,0.6,0.6,0.387096774,Verb,8,81,9,18,2
graze,Haptic,2.0,2.333333333,0.5,2.333333333,0.833333333,0.229166667,Verb,0,0,0,0,0
grope,Haptic,0.428571429,5.0,0.0,0.0,0.0,0.921052632,Verb,0,0,0,0,0
hail,Visual,2.8,1.6,0.6,0.0,0.0,0.56,Verb,2,6,2,9,9
hammer,Haptic,3.166666667,3.833333333,2.5,0.0,0.0,0.403508772,Verb,6,10,5,5,2
handle,Haptic,1.666666667,4.5,0.333333333,0.833333333,0.333333333,0.543478261,Verb,0,0,0,0,0
hark,Auditory,2.333333333,0.555555556,3.555555556,0.555555556,0.555555556,0.397058824,Verb,0,0,0,0,0
heal,Haptic,1.428571429,3.142857143,0.428571429,0.0,0.285714286,0.594594595,Verb,7,27,5,42,18
hear,Auditory,0.0,0.166666667,4.833333333,0.0,0.0,0.966666667,Verb,0,0,0,0,0
hearken,Auditory,1.833333333,0.333333333,3.333333333,0.0,0.166666667,0.588235294,Verb,0,0,0,0,0
heed,Auditory,1.666666667,0.833333333,2.166666667,0.166666667,0.166666667,0.4,Verb,0,0,0,0,0
hit,Haptic,2.333333333,4.222222222,1.666666667,0.666666667,0.555555556,0.388235294,Verb,0,0,0,0,0
hold,Haptic,0.714285714,4.857142857,0.0,0.0,0.0,0.871794872,Verb,192,549,119,458,425
hum,Auditory,0.166666667,0.666666667,4.333333333,0.166666667,0.0,0.8125,Verb,0,0,0,0,0
identify,Visual,4.111111111,2.777777778,2.0,1.666666667,1.555555556,0.211009174,Verb,0,0,0,0,0
impress,Visual,3.222222222,1.888888889,2.444444444,0.888888889,1.222222222,0.24137931,Verb,2,34,6,20,19
incorporate,Haptic,1.142857143,3.142857143,1.571428571,0.285714286,0.0,0.511627907,Verb,5,195,4,37,4
incriminate,Auditory,1.571428571,0.0,1.857142857,0.0,0.0,0.541666667,Verb,1,0,0,0,2
inhale,Olfactory,0.444444444,0.777777778,1.222222222,1.888888889,4.666666667,0.469135802,Verb,0,0,0,0,0
insist,Auditory,2.125,1.0,2.25,0.0,0.0,0.418604651,Verb,16,110,18,52,34
inspect,Visual,4.5,3.166666667,1.833333333,0.333333333,0.333333333,0.409836066,Verb,0,0,0,0,0
interrupt,Auditory,2.6,1.4,3.0,0.8,0.8,0.255813953,Verb,18,31,4,16,24
jabber,Auditory,0.555555556,0.555555556,3.111111111,0.0,0.111111111,0.717948718,Verb,0,0,0,0,0
jangle,Auditory,0.857142857,2.142857143,3.285714286,0.0,0.0,0.522727273,Verb,0,0,0,0,0
journey,Visual,2.75,1.375,1.375,0.125,0.375,0.4375,Verb,1,4,1,6,2
jump,Haptic,0.666666667,2.444444444,0.0,0.0,0.0,0.785714286,Verb,49,70,24,72,120
justify,Auditory,0.857142857,0.428571429,1.714285714,0.428571429,0.428571429,0.333333333,Verb,27,178,14,43,15
keep,Haptic,0.5,3.25,0.375,0.0,0.0,0.787878788,Verb,469,727,304,1243,1058
kiss,Haptic,2.8,4.0,1.2,2.2,1.0,0.267857143,Verb,0,0,0,0,0
know,Auditory,1.222222222,1.333333333,2.111111111,0.666666667,0.666666667,0.240740741,Verb,0,0,0,0,0
label,Visual,3.666666667,3.333333333,1.777777778,1.444444444,1.333333333,0.201923077,Verb,9,38,6,38,7
leave,Visual,2.833333333,2.0,2.0,0.0,0.166666667,0.404761905,Verb,275,417,137,391,795
license,Visual,1.833333333,1.833333333,0.666666667,0.0,0.0,0.423076923,Verb,3,29,10,19,8
lick,Gustatory,0.833333333,1.166666667,0.666666667,4.666666667,0.833333333,0.489795918,Verb,0,0,0,0,0
listen,Auditory,0.0,0.0,5.0,0.0,0.0,1.0,Verb,0,0,0,0,0
look,Visual,5.0,0.714285714,0.0,0.0,0.0,0.875,Verb,1165,806,296,1187,1891
loosen,Haptic,2.166666667,4.5,0.333333333,0.0,0.0,0.642857143,Verb,2,7,1,29,13
lubricate,Haptic,2.833333333,4.166666667,0.166666667,0.0,0.333333333,0.555555556,Verb,0,1,0,4,0
manipulate,Haptic,1.5,4.333333333,1.0,0.0,0.0,0.634146341,Verb,0,0,0,0,0
mark,Visual,3.5,2.833333333,0.833333333,0.0,0.0,0.488372093,Verb,0,0,0,0,0
massage,Haptic,1.181818182,4.818181818,0.0,0.0,0.0,0.803030303,Verb,0,0,0,0,0
maul,Haptic,1.8,3.8,0.2,0.8,0.6,0.5,Verb,0,0,0,0,0
meet,Visual,3.166666667,2.5,1.666666667,0.166666667,0.166666667,0.391304348,Verb,0,0,0,0,0
mope,Auditory,1.2,1.2,2.0,0.6,0.8,0.24137931,Verb,0,0,0,1,2
move,Haptic,2.8,3.0,1.4,0.8,0.6,0.279069767,Verb,0,0,0,0,0
narrate,Auditory,3.5,0.5,4.0,0.0,0.166666667,0.489795918,Verb,0,10,0,1,0
negotiate,Visual,3.111111111,1.444444444,2.444444444,0.444444444,0.0,0.417910448,Verb,50,100,15,26,23
nibble,Gustatory,1.142857143,1.142857143,0.142857143,4.285714286,0.571428571,0.568627451,Verb,0,0,0,0,0
nose,Olfactory,0.8,1.0,0.4,0.6,3.0,0.448275862,Verb,0,0,2,0,1
note,Visual,1.571428571,1.428571429,1.0,0.0,0.0,0.392857143,Verb,33,825,28,142,38
notice,Visual,4.777777778,2.333333333,3.444444444,1.888888889,2.888888889,0.188405797,Verb,0,0,0,0,0
nudge,Haptic,1.909090909,3.818181818,0.0,0.0,0.0,0.666666667,Verb,0,0,0,0,0
observe,Visual,4.833333333,0.5,2.166666667,0.666666667,0.833333333,0.481481481,Verb,9,226,10,60,34
ogle,Visual,4.4,0.4,1.0,0.0,0.0,0.75862069,Verb,0,0,0,0,0
outlive,Visual,2.333333333,1.0,1.166666667,0.5,0.5,0.333333333,Verb,1,1,0,4,4
overhear,Auditory,0.166666667,0.0,4.833333333,0.0,0.0,0.966666667,Verb,1,1,1,1,7
oversee,Visual,4.666666667,1.0,2.666666667,0.166666667,0.333333333,0.509433962,Verb,8,33,6,13,3
palpate,Haptic,0.625,4.625,0.625,0.0,0.0,0.787234043,Verb,0,0,0,0,0
partake,Visual,2.833333333,2.0,2.0,2.333333333,1.5,0.125,Verb,0,0,0,0,0
pat,Haptic,1.0,4.4,0.0,0.0,0.0,0.814814815,Verb,15,10,4,21,13
patronize,Auditory,1.2,0.4,1.8,0.2,0.2,0.421052632,Verb,0,6,2,4,2
paw,Haptic,1.285714286,4.857142857,0.0,0.0,0.0,0.790697674,Verb,0,0,0,0,0
peal,Haptic,2.0,2.75,0.625,0.25,0.75,0.392156863,Verb,0,0,0,0,0
peep,Visual,3.833333333,0.0,1.666666667,0.0,0.0,0.696969697,Verb,0,0,0,0,0
peer,Visual,4.333333333,0.666666667,0.666666667,0.111111111,0.111111111,0.716981132,Verb,0,0,0,0,0
perceive,Visual,4.166666667,2.5,3.666666667,2.666666667,2.833333333,0.105263158,Verb,0,0,0,0,0
perfume,Olfactory,0.333333333,0.333333333,0.333333333,0.666666667,4.5,0.675675676,Verb,0,0,0,0,0
